League,Rank_2016,Rank_2017,Rank_2018,Rank_2019,Rank_2020,Rank_2021,Rank_2022,Rank_2023,Rank_2024,Var_mode,Team,Season,Stat,Value,Value_Scaled
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2019,HR_b,182,0.51171875
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2019,rSZ_f,-15,0.206896552
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2019,rGDP_f,7,0.791666667
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2019,rARM_f,-3,0.395348837
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2019,DRS_f,-26,0.369294606
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2019,UZR_f,-19.2,0.34421365
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2019,OAA_f,-16,0.313559322
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2020,K.BB_p,2.41,0.255924171
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2020,HR.9_p,1.21,0.355140187
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2020,K._p,0.234,0.545454545
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2020,BB._p,0.097,0.6875
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2020,WHIP_p,1.26,0.381818182
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2020,BABIP_p,0.269,0.204301075
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2020,LOB._p,0.751,0.738461538
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2020,ERA_p,3.81,0.331147541
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2020,xFIP_p,4.36,0.534759358
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2020,SIERA_p,4.38,0.627118644
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2020,BB._b,0.079,0.31372549
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2020,K._b,0.252,0.80733945
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2020,AVG_b,0.261,0.7
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2020,ISO_b,0.192,0.6875
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2020,Spd_b,4,0.428571429
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2020,BABIP_b,0.314,0.793103448
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2020,wGDP_b,-0.5,0.519148936
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2020,XBR_b,-2.2,0.414012739
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2020,wOBA_b,0.334,0.712643678
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2020,HR_b,96,0.17578125
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2020,rSZ_f,10,0.637931034
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2020,rGDP_f,1,0.541666667
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2020,rARM_f,1,0.488372093
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2020,DRS_f,28,0.593360996
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2020,UZR_f,2.2,0.555885262
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2020,OAA_f,6,0.5
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2021,K.BB_p,3.27,0.663507109
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2021,HR.9_p,1.17,0.317757009
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2021,K._p,0.271,0.851239669
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2021,BB._p,0.083,0.395833333
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2021,WHIP_p,1.2,0.272727273
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2021,BABIP_p,0.288,0.408602151
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2021,LOB._p,0.744,0.684615385
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2021,ERA_p,3.73,0.304918033
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2021,xFIP_p,3.85,0.262032086
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2021,SIERA_p,3.73,0.259887006
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2021,BB._b,0.096,0.647058824
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2021,K._b,0.228,0.587155963
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2021,AVG_b,0.256,0.628571429
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2021,ISO_b,0.166,0.455357143
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2021,Spd_b,4.3,0.514285714
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2021,BABIP_b,0.31,0.747126437
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2021,wGDP_b,-4.9,0.331914894
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2021,XBR_b,2.8,0.573248408
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2021,wOBA_b,0.329,0.655172414
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2021,HR_b,190,0.54296875
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2021,rSZ_f,-7,0.344827586
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2021,rGDP_f,4,0.666666667
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2021,rARM_f,3,0.534883721
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2021,DRS_f,-41,0.307053942
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2021,UZR_f,9.3,0.62611276
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2021,OAA_f,-11,0.355932203
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2022,K.BB_p,2.72,0.402843602
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2022,HR.9_p,1.03,0.186915888
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2022,K._p,0.236,0.561983471
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2022,BB._p,0.087,0.479166667
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2022,WHIP_p,1.29,0.436363636
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2022,BABIP_p,0.295,0.483870968
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2022,LOB._p,0.712,0.438461538
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2022,ERA_p,3.94,0.373770492
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2022,xFIP_p,3.93,0.304812834
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2022,SIERA_p,3.83,0.316384181
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2022,BB._b,0.063,0
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2022,K._b,0.207,0.394495413
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2022,AVG_b,0.256,0.628571429
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2022,ISO_b,0.131,0.142857143
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2022,Spd_b,3.6,0.314285714
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2022,BABIP_b,0.304,0.67816092
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2022,wGDP_b,-3.3,0.4
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2022,XBR_b,-8.4,0.21656051
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2022,wOBA_b,0.306,0.390804598
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2022,HR_b,149,0.3828125
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2022,rSZ_f,12,0.672413793
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2022,rGDP_f,-3,0.375
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2022,rARM_f,-7,0.302325581
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2022,DRS_f,-31,0.348547718
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2022,UZR_f,-40.5,0.133531157
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2022,OAA_f,-19,0.288135593
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2023,K.BB_p,2.25,0.180094787
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2023,HR.9_p,1.35,0.485981308
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2023,K._p,0.233,0.537190083
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2023,BB._p,0.104,0.833333333
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2023,WHIP_p,1.42,0.672727273
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2023,BABIP_p,0.299,0.52688172
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2023,LOB._p,0.702,0.361538462
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2023,ERA_p,4.88,0.681967213
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2023,xFIP_p,4.61,0.668449198
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2023,SIERA_p,4.42,0.649717514
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2023,BB._b,0.063,0
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2023,K._b,0.238,0.678899083
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2023,AVG_b,0.238,0.371428571
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2023,ISO_b,0.146,0.276785714
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2023,Spd_b,4.1,0.457142857
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2023,BABIP_b,0.289,0.505747126
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2023,wGDP_b,-3.3,0.4
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2023,XBR_b,-5.4,0.312101911
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2023,wOBA_b,0.292,0.229885057
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2023,HR_b,171,0.46875
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2023,rSZ_f,7,0.586206897
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2023,rGDP_f,-3,0.375
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2023,rARM_f,-11,0.209302326
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2023,DRS_f,-57,0.2406639
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2023,UZR_f,-19.1,0.34520277
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2023,OAA_f,-18,0.296610169
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2024,K.BB_p,2.12,0.118483412
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2024,HR.9_p,1.27,0.411214953
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2024,K._p,0.219,0.421487603
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2024,BB._p,0.103,0.8125
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2024,WHIP_p,1.44,0.709090909
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2024,BABIP_p,0.301,0.548387097
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2024,LOB._p,0.707,0.4
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2024,ERA_p,4.67,0.613114754
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2024,xFIP_p,4.5,0.609625668
AL,19,27,28,20,7,6,15,27,30,pitching,CHW,2024,SIERA_p,4.35,0.610169492
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2024,BB._b,0.067,0.078431373
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2024,K._b,0.239,0.688073394
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2024,AVG_b,0.221,0.128571429
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2024,ISO_b,0.119,0.035714286
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2024,Spd_b,3.7,0.342857143
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2024,BABIP_b,0.272,0.310344828
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2024,wGDP_b,-3.7,0.382978723
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2024,XBR_b,-3.6,0.369426752
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2024,wOBA_b,0.272,0
AL,19,27,28,20,7,6,15,27,30,batting,CHW,2024,HR_b,133,0.3203125
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2024,rSZ_f,-13,0.24137931
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2024,rGDP_f,0,0.5
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2024,rARM_f,-8,0.279069767
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2024,DRS_f,-87,0.116182573
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2024,UZR_f,-26.9,0.268051434
AL,19,27,28,20,7,6,15,27,30,fielding,CHW,2024,OAA_f,-38,0.127118644
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2016,K.BB_p,1.95,0.037914692
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2016,HR.9_p,1.61,0.728971963
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2016,K._p,0.195,0.223140496
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2016,BB._p,0.1,0.75
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2016,WHIP_p,1.45,0.727272727
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2016,BABIP_p,0.29,0.430107527
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2016,LOB._p,0.728,0.561538462
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2016,ERA_p,4.91,0.691803279
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2016,xFIP_p,4.79,0.764705882
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2016,SIERA_p,4.58,0.740112994
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2016,BB._b,0.074,0.215686275
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2016,K._b,0.211,0.431192661
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2016,AVG_b,0.256,0.628571429
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2016,ISO_b,0.152,0.330357143
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2016,Spd_b,5.2,0.771428571
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2016,BABIP_b,0.303,0.666666667
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2016,wGDP_b,-3.6,0.387234043
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2016,XBR_b,-2.1,0.417197452
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2016,wOBA_b,0.311,0.448275862
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2016,HR_b,164,0.44140625
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2016,rSZ_f,-16,0.189655172
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2016,rGDP_f,-3,0.375
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2016,rARM_f,1,0.488372093
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2016,DRS_f,-9,0.439834025
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2016,UZR_f,1.2,0.545994065
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2016,OAA_f,-13,0.338983051
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2017,K.BB_p,2.06,0.090047393
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2017,HR.9_p,1.56,0.682242991
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2017,K._p,0.207,0.32231405
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2017,BB._p,0.1,0.75
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2017,WHIP_p,1.45,0.727272727
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2017,BABIP_p,0.296,0.494623656
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2017,LOB._p,0.711,0.430769231
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2017,ERA_p,5.17,0.77704918
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2017,xFIP_p,4.66,0.695187166
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2017,SIERA_p,4.56,0.728813559
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2017,BB._b,0.091,0.549019608
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2017,K._b,0.214,0.458715596
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2017,AVG_b,0.253,0.585714286
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2017,ISO_b,0.179,0.571428571
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2017,Spd_b,5,0.714285714
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2017,BABIP_b,0.294,0.563218391
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2017,wGDP_b,4.9,0.74893617
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2017,XBR_b,-1.5,0.436305732
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2017,wOBA_b,0.325,0.609195402
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2017,HR_b,219,0.65625
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2017,rSZ_f,-19,0.137931034
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2017,rGDP_f,0,0.5
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2017,rARM_f,17,0.860465116
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2017,DRS_f,56,0.709543568
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2017,UZR_f,11.9,0.651829871
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2017,OAA_f,12,0.550847458
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2018,K.BB_p,2.36,0.232227488
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2018,HR.9_p,1.42,0.551401869
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2018,K._p,0.2,0.26446281
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2018,BB._p,0.085,0.4375
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2018,WHIP_p,1.4,0.636363636
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2018,BABIP_p,0.3,0.537634409
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2018,LOB._p,0.715,0.461538462
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2018,ERA_p,4.65,0.606557377
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2018,xFIP_p,4.28,0.49197861
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2018,SIERA_p,4.28,0.570621469
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2018,BB._b,0.09,0.529411765
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2018,K._b,0.221,0.52293578
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2018,AVG_b,0.254,0.6
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2018,ISO_b,0.148,0.294642857
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2018,Spd_b,4.1,0.457142857
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2018,BABIP_b,0.307,0.712643678
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2018,wGDP_b,-1.3,0.485106383
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2018,XBR_b,-5.8,0.299363057
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2018,wOBA_b,0.317,0.517241379
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2018,HR_b,172,0.47265625
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2018,rSZ_f,-21,0.103448276
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2018,rGDP_f,-2,0.416666667
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2018,rARM_f,4,0.558139535
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2018,DRS_f,-16,0.410788382
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2018,UZR_f,-5.3,0.481701286
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2018,OAA_f,17,0.593220339
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2019,K.BB_p,2.9,0.488151659
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2019,HR.9_p,1.34,0.476635514
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2019,K._p,0.256,0.727272727
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2019,BB._p,0.088,0.5
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2019,WHIP_p,1.26,0.381818182
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2019,BABIP_p,0.286,0.387096774
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2019,LOB._p,0.737,0.630769231
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2019,ERA_p,4.18,0.452459016
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2019,xFIP_p,4.1,0.395721925
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2019,SIERA_p,4.15,0.497175141
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2019,BB._b,0.081,0.352941176
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2019,K._b,0.235,0.651376147
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2019,AVG_b,0.244,0.457142857
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2019,ISO_b,0.178,0.5625
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2019,Spd_b,4.2,0.485714286
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2019,BABIP_b,0.288,0.494252874
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2019,wGDP_b,-3.1,0.408510638
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2019,XBR_b,-5.8,0.299363057
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2019,wOBA_b,0.312,0.459770115
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2019,HR_b,227,0.6875
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2019,rSZ_f,6,0.568965517
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2019,rGDP_f,5,0.708333333
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2019,rARM_f,7,0.627906977
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2019,DRS_f,48,0.676348548
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2019,UZR_f,-1.5,0.519287834
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2019,OAA_f,26,0.669491525
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2020,K.BB_p,2.89,0.483412322
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2020,HR.9_p,1.2,0.345794393
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2020,K._p,0.289,1
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2020,BB._p,0.1,0.75
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2020,WHIP_p,1.22,0.309090909
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2020,BABIP_p,0.278,0.301075269
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2020,LOB._p,0.728,0.561538462
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2020,ERA_p,3.89,0.357377049
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2020,xFIP_p,3.95,0.315508021
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2020,SIERA_p,3.88,0.344632768
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2020,BB._b,0.113,0.980392157
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2020,K._b,0.252,0.80733945
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2020,AVG_b,0.212,0
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2020,ISO_b,0.191,0.678571429
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2020,Spd_b,3.8,0.371428571
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2020,BABIP_b,0.245,0
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2020,wGDP_b,-2.4,0.438297872
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2020,XBR_b,-3.1,0.385350318
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2020,wOBA_b,0.312,0.459770115
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2020,HR_b,90,0.15234375
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2020,rSZ_f,4,0.534482759
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2020,rGDP_f,0,0.5
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2020,rARM_f,1,0.488372093
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2020,DRS_f,3,0.489626556
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2020,UZR_f,-6,0.474777448
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2020,OAA_f,-10,0.36440678
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2021,K.BB_p,2.47,0.28436019
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2021,HR.9_p,1.29,0.429906542
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2021,K._p,0.246,0.644628099
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2021,BB._p,0.1,0.75
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2021,WHIP_p,1.36,0.563636364
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2021,BABIP_p,0.297,0.505376344
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2021,LOB._p,0.726,0.546153846
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2021,ERA_p,4.41,0.527868852
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2021,xFIP_p,4.18,0.438502674
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2021,SIERA_p,4.17,0.508474576
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2021,BB._b,0.09,0.529411765
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2021,K._b,0.231,0.614678899
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2021,AVG_b,0.249,0.528571429
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2021,ISO_b,0.182,0.598214286
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2021,Spd_b,3.2,0.2
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2021,BABIP_b,0.296,0.586206897
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2021,wGDP_b,-0.3,0.527659574
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2021,XBR_b,-8.8,0.203821656
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2021,wOBA_b,0.327,0.632183908
NL,29,26,24,19,13,14,28,16,22,batting,CIN,2021,HR_b,222,0.66796875
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2021,rSZ_f,5,0.551724138
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2021,rGDP_f,1,0.541666667
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2021,rARM_f,-6,0.325581395
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2021,DRS_f,-42,0.302904564
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2021,UZR_f,-16.9,0.366963403
NL,29,26,24,19,13,14,28,16,22,fielding,CIN,2021,OAA_f,-37,0.13559322
NL,29,26,24,19,13,14,28,16,22,pitching,CIN,2022,K.BB_p,2.31,0.208530806
