League,Rank_2016,Rank_2017,Rank_2018,Rank_2019,Rank_2020,Rank_2021,Rank_2022,Rank_2023,Rank_2024,Var_mode,Team,Season,Stat,Value,Value_Scaled
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2016,K.BB_p,2.19,0.151658768
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2016,HR.9_p,1.25,0.392523364
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2016,K._p,0.205,0.305785124
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2016,BB._p,0.094,0.625
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2016,WHIP_p,1.49,0.8
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2016,BABIP_p,0.32,0.752688172
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2016,LOB._p,0.687,0.246153846
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2016,ERA_p,5.09,0.750819672
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2016,xFIP_p,4.34,0.524064171
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2016,SIERA_p,4.3,0.581920904
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2016,BB._b,0.074,0.215686275
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2016,K._b,0.228,0.587155963
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2016,AVG_b,0.261,0.7
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2016,ISO_b,0.171,0.5
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2016,Spd_b,5.9,0.971428571
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2016,BABIP_b,0.315,0.804597701
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2016,wGDP_b,-2.2,0.446808511
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2016,XBR_b,4.2,0.617834395
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2016,wOBA_b,0.321,0.563218391
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2016,HR_b,190,0.54296875
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2016,rSZ_f,-7,0.344827586
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2016,rGDP_f,3,0.625
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2016,rARM_f,-20,0
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2016,DRS_f,-22,0.385892116
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2016,UZR_f,-24.5,0.291790307
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2016,OAA_f,-6,0.398305085
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2017,K.BB_p,2.87,0.473933649
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2017,HR.9_p,1.07,0.224299065
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2017,K._p,0.244,0.628099174
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2017,BB._p,0.085,0.4375
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2017,WHIP_p,1.27,0.4
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2017,BABIP_p,0.294,0.47311828
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2017,LOB._p,0.742,0.669230769
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2017,ERA_p,3.67,0.285245902
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2017,xFIP_p,3.86,0.267379679
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2017,SIERA_p,3.92,0.367231638
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2017,BB._b,0.093,0.588235294
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2017,K._b,0.234,0.642201835
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2017,AVG_b,0.254,0.6
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2017,ISO_b,0.19,0.669642857
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2017,Spd_b,5.1,0.742857143
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2017,BABIP_b,0.306,0.701149425
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2017,wGDP_b,5,0.753191489
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2017,XBR_b,4,0.611464968
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2017,wOBA_b,0.329,0.655172414
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2017,HR_b,220,0.66015625
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2017,rSZ_f,9,0.620689655
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2017,rGDP_f,-1,0.458333333
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2017,rARM_f,-14,0.139534884
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2017,DRS_f,19,0.556016598
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2017,UZR_f,-21.7,0.319485658
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2017,OAA_f,-1,0.440677966
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2018,K.BB_p,2.77,0.426540284
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2018,HR.9_p,1.07,0.224299065
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2018,K._p,0.236,0.561983471
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2018,BB._p,0.085,0.4375
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2018,WHIP_p,1.25,0.363636364
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2018,BABIP_p,0.289,0.419354839
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2018,LOB._p,0.757,0.784615385
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2018,ERA_p,3.73,0.304918033
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2018,xFIP_p,3.81,0.240641711
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2018,SIERA_p,3.85,0.327683616
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2018,BB._b,0.091,0.549019608
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2018,K._b,0.237,0.669724771
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2018,AVG_b,0.235,0.328571429
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2018,ISO_b,0.162,0.419642857
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2018,Spd_b,5.2,0.771428571
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2018,BABIP_b,0.286,0.471264368
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2018,wGDP_b,1.4,0.6
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2018,XBR_b,3.6,0.598726115
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2018,wOBA_b,0.306,0.390804598
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2018,HR_b,176,0.48828125
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2018,rSZ_f,27,0.931034483
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2018,rGDP_f,4,0.666666667
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2018,rARM_f,-9,0.255813953
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2018,DRS_f,126,1
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2018,UZR_f,12.7,0.659742829
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2018,OAA_f,29,0.694915254
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2019,K.BB_p,2.77,0.426540284
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2019,HR.9_p,1.35,0.485981308
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2019,K._p,0.229,0.504132231
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2019,BB._p,0.083,0.395833333
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2019,WHIP_p,1.31,0.472727273
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2019,BABIP_p,0.295,0.483870968
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2019,LOB._p,0.74,0.653846154
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2019,ERA_p,4.25,0.475409836
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2019,xFIP_p,4.42,0.56684492
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2019,SIERA_p,4.39,0.632768362
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2019,BB._b,0.086,0.450980392
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2019,K._b,0.215,0.467889908
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2019,AVG_b,0.252,0.571428571
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2019,ISO_b,0.182,0.598214286
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2019,Spd_b,5.1,0.742857143
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2019,BABIP_b,0.293,0.551724138
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2019,wGDP_b,-1.5,0.476595745
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2019,XBR_b,5.8,0.668789809
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2019,wOBA_b,0.319,0.540229885
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2019,HR_b,220,0.66015625
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2019,rSZ_f,3,0.517241379
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2019,rGDP_f,5,0.708333333
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2019,rARM_f,6,0.604651163
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2019,DRS_f,96,0.875518672
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2019,UZR_f,21,0.741839763
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2019,OAA_f,29,0.694915254
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2020,K.BB_p,2.23,0.170616114
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2020,HR.9_p,1.61,0.728971963
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2020,K._p,0.23,0.512396694
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2020,BB._p,0.103,0.8125
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2020,WHIP_p,1.43,0.690909091
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2020,BABIP_p,0.294,0.47311828
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2020,LOB._p,0.74,0.653846154
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2020,ERA_p,4.84,0.668852459
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2020,xFIP_p,4.87,0.807486631
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2020,SIERA_p,4.59,0.745762712
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2020,BB._b,0.081,0.352941176
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2020,K._b,0.206,0.385321101
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2020,AVG_b,0.241,0.414285714
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2020,ISO_b,0.15,0.3125
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2020,Spd_b,4.7,0.628571429
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2020,BABIP_b,0.282,0.425287356
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2020,wGDP_b,1.5,0.604255319
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2020,XBR_b,3.1,0.582802548
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2020,wOBA_b,0.306,0.390804598
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2020,HR_b,58,0.02734375
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2020,rSZ_f,4,0.534482759
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2020,rGDP_f,2,0.583333333
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2020,rARM_f,-2,0.418604651
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2020,DRS_f,5,0.497925311
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2020,UZR_f,6.5,0.598417409
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2020,OAA_f,10,0.533898305
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2021,K.BB_p,2.23,0.170616114
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2021,HR.9_p,1.47,0.598130841
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2021,K._p,0.197,0.239669421
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2021,BB._p,0.089,0.520833333
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2021,WHIP_p,1.44,0.709090909
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2021,BABIP_p,0.299,0.52688172
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2021,LOB._p,0.682,0.207692308
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2021,ERA_p,5.15,0.770491803
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2021,xFIP_p,4.85,0.796791444
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2021,SIERA_p,4.64,0.774011299
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2021,BB._b,0.087,0.470588235
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2021,K._b,0.238,0.678899083
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2021,AVG_b,0.236,0.342857143
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2021,ISO_b,0.146,0.276785714
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2021,Spd_b,3.9,0.4
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2021,BABIP_b,0.295,0.574712644
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2021,wGDP_b,2.7,0.655319149
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2021,XBR_b,-1.9,0.423566879
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2021,wOBA_b,0.301,0.333333333
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2021,HR_b,144,0.36328125
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2021,rSZ_f,-7,0.344827586
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2021,rGDP_f,-4,0.333333333
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2021,rARM_f,-2,0.418604651
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2021,DRS_f,-27,0.365145228
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2021,UZR_f,-4.4,0.490603363
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2021,OAA_f,-15,0.322033898
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2022,K.BB_p,2.41,0.255924171
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2022,HR.9_p,1.2,0.345794393
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2022,K._p,0.2,0.26446281
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2022,BB._p,0.083,0.395833333
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2022,WHIP_p,1.29,0.436363636
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2022,BABIP_p,0.282,0.344086022
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2022,LOB._p,0.712,0.438461538
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2022,ERA_p,4.25,0.475409836
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2022,xFIP_p,4.32,0.513368984
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2022,SIERA_p,4.22,0.536723164
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2022,BB._b,0.088,0.490196078
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2022,K._b,0.222,0.532110092
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2022,AVG_b,0.23,0.257142857
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2022,ISO_b,0.155,0.357142857
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2022,Spd_b,4.9,0.685714286
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2022,BABIP_b,0.272,0.310344828
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2022,wGDP_b,3.3,0.680851064
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2022,XBR_b,13.2,0.904458599
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2022,wOBA_b,0.303,0.356321839
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2022,HR_b,173,0.4765625
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2022,rSZ_f,-15,0.206896552
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2022,rGDP_f,-5,0.291666667
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2022,rARM_f,5,0.581395349
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2022,DRS_f,58,0.717842324
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2022,UZR_f,31.7,0.847675569
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2022,OAA_f,43,0.813559322
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2023,K.BB_p,2.57,0.331753555
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2023,HR.9_p,1.24,0.38317757
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2023,K._p,0.221,0.438016529
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2023,BB._p,0.086,0.458333333
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2023,WHIP_p,1.32,0.490909091
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2023,BABIP_p,0.296,0.494623656
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2023,LOB._p,0.71,0.423076923
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2023,ERA_p,4.48,0.550819672
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2023,xFIP_p,4.36,0.534759358
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2023,SIERA_p,4.31,0.587570621
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2023,BB._b,0.088,0.490196078
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2023,K._b,0.204,0.366972477
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2023,AVG_b,0.25,0.542857143
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2023,ISO_b,0.158,0.383928571
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2023,Spd_b,6,1
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2023,BABIP_b,0.293,0.551724138
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2023,wGDP_b,-2.5,0.434042553
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2023,XBR_b,8,0.738853503
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2023,wOBA_b,0.317,0.517241379
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2023,HR_b,166,0.44921875
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2023,rSZ_f,-13,0.24137931
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2023,rGDP_f,0,0.5
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2023,rARM_f,2,0.511627907
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2023,DRS_f,42,0.651452282
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2023,UZR_f,33.7,0.867457962
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2023,OAA_f,30,0.703389831
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2024,K.BB_p,2.73,0.407582938
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2024,HR.9_p,1.13,0.280373832
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2024,K._p,0.212,0.363636364
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2024,BB._p,0.078,0.291666667
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2024,WHIP_p,1.35,0.545454545
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2024,BABIP_p,0.309,0.634408602
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2024,LOB._p,0.694,0.3
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2024,ERA_p,4.63,0.6
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2024,xFIP_p,4.08,0.385026738
NL,24,6,16,13,26,30,19,13,10,pitching,ARI,2024,SIERA_p,4.07,0.451977401
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2024,BB._b,0.091,0.549019608
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2024,K._b,0.201,0.339449541
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2024,AVG_b,0.263,0.728571429
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2024,ISO_b,0.177,0.553571429
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2024,Spd_b,5.5,0.857142857
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2024,BABIP_b,0.302,0.655172414
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2024,wGDP_b,3.3,0.680851064
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2024,XBR_b,13.3,0.907643312
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2024,wOBA_b,0.337,0.747126437
NL,24,6,16,13,26,30,19,13,10,batting,ARI,2024,HR_b,211,0.625
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2024,rSZ_f,3,0.517241379
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2024,rGDP_f,6,0.75
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2024,rARM_f,-11,0.209302326
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2024,DRS_f,13,0.531120332
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2024,UZR_f,27.3,0.804154303
NL,24,6,16,13,26,30,19,13,10,fielding,ARI,2024,OAA_f,36,0.754237288
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2016,K.BB_p,2.24,0.17535545
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2016,HR.9_p,1.1,0.252336449
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2016,K._p,0.196,0.231404959
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2016,BB._p,0.088,0.5
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2016,WHIP_p,1.35,0.545454545
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2016,BABIP_p,0.293,0.462365591
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2016,LOB._p,0.702,0.361538462
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2016,ERA_p,4.51,0.560655738
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2016,xFIP_p,4.48,0.598930481
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2016,SIERA_p,4.36,0.615819209
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2016,BB._b,0.081,0.352941176
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2016,K._b,0.2,0.330275229
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2016,AVG_b,0.255,0.614285714
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2016,ISO_b,0.13,0.133928571
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2016,Spd_b,4.1,0.457142857
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2016,BABIP_b,0.305,0.689655172
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2016,wGDP_b,-1.6,0.472340426
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2016,XBR_b,2.2,0.554140127
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2016,wOBA_b,0.304,0.367816092
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2016,HR_b,122,0.27734375
NL,26,23,10,5,6,12,3,1,8,fielding,ATL,2016,rSZ_f,10,0.637931034
NL,26,23,10,5,6,12,3,1,8,fielding,ATL,2016,rGDP_f,-2,0.416666667
NL,26,23,10,5,6,12,3,1,8,fielding,ATL,2016,rARM_f,9,0.674418605
NL,26,23,10,5,6,12,3,1,8,fielding,ATL,2016,DRS_f,-7,0.44813278
NL,26,23,10,5,6,12,3,1,8,fielding,ATL,2016,UZR_f,-10.4,0.431256182
NL,26,23,10,5,6,12,3,1,8,fielding,ATL,2016,OAA_f,7,0.508474576
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2017,K.BB_p,2.15,0.132701422
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2017,HR.9_p,1.2,0.345794393
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2017,K._p,0.199,0.256198347
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2017,BB._p,0.093,0.604166667
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2017,WHIP_p,1.42,0.672727273
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2017,BABIP_p,0.302,0.559139785
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2017,LOB._p,0.701,0.353846154
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2017,ERA_p,4.72,0.629508197
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2017,xFIP_p,4.67,0.700534759
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2017,SIERA_p,4.57,0.734463277
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2017,BB._b,0.076,0.254901961
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2017,K._b,0.19,0.23853211
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2017,AVG_b,0.263,0.728571429
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2017,ISO_b,0.15,0.3125
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2017,Spd_b,4.3,0.514285714
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2017,BABIP_b,0.305,0.689655172
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2017,wGDP_b,-3.4,0.395744681
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2017,XBR_b,5.3,0.652866242
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2017,wOBA_b,0.316,0.505747126
NL,26,23,10,5,6,12,3,1,8,batting,ATL,2017,HR_b,165,0.4453125
NL,26,23,10,5,6,12,3,1,8,fielding,ATL,2017,rSZ_f,28,0.948275862
NL,26,23,10,5,6,12,3,1,8,fielding,ATL,2017,rGDP_f,3,0.625
NL,26,23,10,5,6,12,3,1,8,fielding,ATL,2017,rARM_f,-3,0.395348837
NL,26,23,10,5,6,12,3,1,8,fielding,ATL,2017,DRS_f,-3,0.46473029
NL,26,23,10,5,6,12,3,1,8,fielding,ATL,2017,UZR_f,-9.6,0.439169139
NL,26,23,10,5,6,12,3,1,8,fielding,ATL,2017,OAA_f,-25,0.237288136
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2018,K.BB_p,2.24,0.17535545
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2018,HR.9_p,0.95,0.112149533
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2018,K._p,0.231,0.520661157
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2018,BB._p,0.103,0.8125
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2018,WHIP_p,1.28,0.418181818
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2018,BABIP_p,0.278,0.301075269
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2018,LOB._p,0.741,0.661538462
NL,26,23,10,5,6,12,3,1,8,pitching,ATL,2018,ERA_p,3.75,0.31147541
