Latitude,Longitude,State,Month,Pollutant,Concentration,Concentration_Scaled,Concentration_Standardize
41.66704,-72.66699,Connecticut,2024-03,CO,0.1967061923076923,0.3173990130917862,-0.5116654847431209
41.66704,-72.66699,Connecticut,2024-04,CO,0.2077653882352941,0.3352437887535448,-0.3965210034144639
41.66704,-72.66699,Connecticut,2024-05,CO,0.2125677661290322,0.3429927568266087,-0.346520323858858
41.66704,-72.66699,Connecticut,2024-06,CO,0.2039223888888889,0.329042844159216,-0.4365329689664796
41.66704,-72.66699,Connecticut,2024-07,CO,0.2381555,0.3842803308608647,-0.0801097851329024
41.66704,-72.66699,Connecticut,2024-08,CO,0.26765328,0.4318770340991313,0.2270107868039546
41.66704,-72.66699,Connecticut,2024-09,CO,0.1940784682539682,0.3131589990304853,-0.539024428849151
41.66704,-72.66699,Connecticut,2024-10,CO,0.2831937499999999,0.4569526546635664,0.388812726969199
41.66704,-72.66699,Connecticut,2024-11,CO,0.2122103538461538,0.3424160474484157,-0.3502415755847461
41.66704,-72.66699,Connecticut,2024-12,CO,0.2584874931506849,0.4170874046215213,0.1315798187984651
38.905985,-77.033418,District Of Columbia,2024-01,CO,0.372606075,0.6012256100815148,1.3197425932914837
38.905985,-77.033418,District Of Columbia,2024-02,CO,0.3923920862068966,0.6331517043056792,1.5257476241179102
38.905985,-77.033418,District Of Columbia,2024-03,CO,0.3288546854838709,0.5306297244568676,0.8642184226174273
38.905985,-77.033418,District Of Columbia,2024-04,CO,0.2956406016949152,0.4770365086476153,0.5184049949756597
38.905985,-77.033418,District Of Columbia,2024-05,CO,0.3640862419354839,0.5874782716034549,1.2310370702459958
38.905985,-77.033418,District Of Columbia,2024-06,CO,0.330394672413793,0.5331145996201616,0.8802522281001773
38.905985,-77.033418,District Of Columbia,2024-07,CO,0.3590012338709678,0.5792732602496864,1.178093744169331
38.905985,-77.033418,District Of Columbia,2024-08,CO,0.3726485564516129,0.6012941568347128,1.3201848953127229
38.905985,-77.033418,District Of Columbia,2024-09,CO,0.3378535666666666,0.5451500401258417,0.957911627178992
38.905985,-77.033418,District Of Columbia,2024-10,CO,0.3584413064516129,0.5783697787261953,1.1722639756486015
38.905985,-77.033418,District Of Columbia,2024-11,CO,0.2936930916666666,0.4738940668479918,0.4981282014770141
38.905985,-77.033418,District Of Columbia,2024-12,CO,0.3316442741935484,0.5351309183084503,0.8932626449278774
28.0,-82.0,Florida,2024-01,CO,0.2654406476578411,0.4283067991538192,0.2039736324686171
28.0,-82.0,Florida,2024-02,CO,0.2924422256637168,0.4718757082483535,0.4851046219994296
28.0,-82.0,Florida,2024-03,CO,0.3016614615384615,0.486751581416226,0.5810920825701026
28.0,-82.0,Florida,2024-04,CO,0.2565256375,0.4139218151703163,0.1111536636947283
28.0,-82.0,Florida,2024-05,CO,0.2764523243243243,0.4460748992091572,0.3186233598648508
