sitename,itemname,itemengname,itemunit,monitormonth,concentration
大里,風速,WIND_SPEED,m/sec,2023-10,1.6
大里,二氧化氮,NO2,ppb,2023-10,12.6
大里,一氧化氮,NO,ppb,2023-10,1.6
大里,氮氧化物,NOx,ppb,2023-10,14.3
大里,懸浮微粒,PM10,μg/m3,2023-10,32
大里,臭氧,O3,ppb,2023-10,32.3
大里,一氧化碳,CO,ppm,2023-10,0.37
淡水,懸浮微粒,PM10,μg/m3,2023-10,22
新營,氮氧化物,NOx,ppb,2023-10,10.2
新營,懸浮微粒,PM10,μg/m3,2023-10,45
新營,臭氧,O3,ppb,2023-10,37.7
新營,一氧化碳,CO,ppm,2023-10,0.3
新營,二氧化硫,SO2,ppb,2023-10,1.6
嘉義,相對濕度,RH,%,2023-10,78
嘉義,細懸浮微粒,PM2.5,μg/m3,2023-10,22.7
嘉義,溫度,AMB_TEMP,℃,2023-10,26.8
嘉義,風速,WIND_SPEED,m/sec,2023-10,1.8
斗六,臭氧,O3,ppb,2023-10,36.7
斗六,一氧化碳,CO,ppm,2023-10,0.31
斗六,二氧化硫,SO2,ppb,2023-10,1.6
南投,氮氧化物,NOx,ppb,2023-10,11.6
南投,懸浮微粒,PM10,μg/m3,2023-10,35
南投,臭氧,O3,ppb,2023-10,31.3
二林,二氧化氮,NO2,ppb,2023-10,7.3
線西,一氧化氮,NO,ppb,2023-10,1.5
線西,氮氧化物,NOx,ppb,2023-10,11.5
線西,懸浮微粒,PM10,μg/m3,2023-10,39
線西,臭氧,O3,ppb,2023-10,38.3
線西,一氧化碳,CO,ppm,2023-10,0.28
線西,二氧化硫,SO2,ppb,2023-10,2.1
彰化,相對濕度,RH,%,2023-10,82
彰化,細懸浮微粒,PM2.5,μg/m3,2023-10,17.9
彰化,溫度,AMB_TEMP,℃,2023-10,26.1
彰化,風速,WIND_SPEED,m/sec,2023-10,2.1
西屯,溫度,AMB_TEMP,℃,2023-10,26.1
西屯,風速,WIND_SPEED,m/sec,2023-10,2.6
西屯,二氧化氮,NO2,ppb,2023-10,10.9
沙鹿,相對濕度,RH,%,2023-10,72
沙鹿,細懸浮微粒,PM2.5,μg/m3,2023-10,13.3
沙鹿,溫度,AMB_TEMP,℃,2023-10,25.6
沙鹿,風速,WIND_SPEED,m/sec,2023-10,3.3
沙鹿,二氧化氮,NO2,ppb,2023-10,8.5
沙鹿,一氧化氮,NO,ppb,2023-10,1
沙鹿,氮氧化物,NOx,ppb,2023-10,9.6
彰化,二氧化氮,NO2,ppb,2023-10,11.3
彰化,一氧化氮,NO,ppb,2023-10,1.5
彰化,氮氧化物,NOx,ppb,2023-10,12.9
彰化,懸浮微粒,PM10,μg/m3,2023-10,36
彰化,臭氧,O3,ppb,2023-10,37.1
彰化,一氧化碳,CO,ppm,2023-10,0.32
彰化,二氧化硫,SO2,ppb,2023-10,1.3
西屯,相對濕度,RH,%,2023-10,76
西屯,細懸浮微粒,PM2.5,μg/m3,2023-10,18
嘉義,一氧化氮,NO,ppb,2023-10,1
嘉義,二氧化氮,NO2,ppb,2023-10,9.5
新營,一氧化氮,NO,ppb,2023-10,1.3
新營,二氧化氮,NO2,ppb,2023-10,8.9
新營,風速,WIND_SPEED,m/sec,2023-10,1.6
新營,溫度,AMB_TEMP,℃,2023-10,27
菜寮,相對濕度,RH,%,2023-10,73
林口,二氧化硫,SO2,ppb,2023-10,0.7
頭份,二氧化氮,NO2,ppb,2023-10,8.3
頭份,一氧化氮,NO,ppb,2023-10,1.6
頭份,氮氧化物,NOx,ppb,2023-10,10
頭份,懸浮微粒,PM10,μg/m3,2023-10,25
頭份,臭氧,O3,ppb,2023-10,39.9
頭份,一氧化碳,CO,ppm,2023-10,0.26
頭份,二氧化硫,SO2,ppb,2023-10,1.5
新竹,相對濕度,RH,%,2023-10,75
新竹,細懸浮微粒,PM2.5,μg/m3,2023-10,11.5
新竹,溫度,AMB_TEMP,℃,2023-10,25.9
新竹,風速,WIND_SPEED,m/sec,2023-10,2.4
大園,細懸浮微粒,PM2.5,μg/m3,2023-10,9.8
林口,一氧化碳,CO,ppm,2023-10,0.24
林口,臭氧,O3,ppb,2023-10,42.6
林口,懸浮微粒,PM10,μg/m3,2023-10,21
林口,氮氧化物,NOx,ppb,2023-10,10.3
林口,一氧化氮,NO,ppb,2023-10,1.7
林口,二氧化氮,NO2,ppb,2023-10,8.5
林口,風速,WIND_SPEED,m/sec,2023-10,2.8
林口,溫度,AMB_TEMP,℃,2023-10,24.1
林口,細懸浮微粒,PM2.5,μg/m3,2023-10,9.2
林口,相對濕度,RH,%,2023-10,90
淡水,二氧化硫,SO2,ppb,2023-10,0.9
淡水,一氧化碳,CO,ppm,2023-10,0.25
淡水,臭氧,O3,ppb,2023-10,41.2
淡水,氮氧化物,NOx,ppb,2023-10,7.2
淡水,一氧化氮,NO,ppb,2023-10,1.2
淡水,二氧化氮,NO2,ppb,2023-10,5.9
淡水,風速,WIND_SPEED,m/sec,2023-10,2
淡水,溫度,AMB_TEMP,℃,2023-10,24.7
淡水,細懸浮微粒,PM2.5,μg/m3,2023-10,9.3
士林,二氧化硫,SO2,ppb,2023-10,0.7
士林,一氧化碳,CO,ppm,2023-10,0.23
士林,臭氧,O3,ppb,2023-10,41.9
士林,懸浮微粒,PM10,μg/m3,2023-10,16
士林,氮氧化物,NOx,ppb,2023-10,9.1
士林,溫度,AMB_TEMP,℃,2023-10,26.2
中山,細懸浮微粒,PM2.5,μg/m3,2023-10,11.3
中山,相對濕度,RH,%,2023-10,77
萬華,二氧化硫,SO2,ppb,2023-10,0.7
萬華,一氧化碳,CO,ppm,2023-10,0.33
萬華,臭氧,O3,ppb,2023-10,36.4
萬華,懸浮微粒,PM10,μg/m3,2023-10,23
萬華,氮氧化物,NOx,ppb,2023-10,16.8
萬華,一氧化氮,NO,ppb,2023-10,2.1
萬華,二氧化氮,NO2,ppb,2023-10,14.7
萬華,風速,WIND_SPEED,m/sec,2023-10,2.1
萬華,溫度,AMB_TEMP,℃,2023-10,25.8
萬華,細懸浮微粒,PM2.5,μg/m3,2023-10,11.4
萬華,相對濕度,RH,%,2023-10,74
古亭,二氧化硫,SO2,ppb,2023-10,0.9
古亭,一氧化碳,CO,ppm,2023-10,0.26
古亭,臭氧,O3,ppb,2023-10,39
古亭,懸浮微粒,PM10,μg/m3,2023-10,20
新營,細懸浮微粒,PM2.5,μg/m3,2023-10,18.1
新營,相對濕度,RH,%,2023-10,79
善化,二氧化硫,SO2,ppb,2023-10,1.5
善化,一氧化碳,CO,ppm,2023-10,0.26
善化,臭氧,O3,ppb,2023-10,35.7
善化,懸浮微粒,PM10,μg/m3,2023-10,36
善化,氮氧化物,NOx,ppb,2023-10,9.3
善化,一氧化氮,NO,ppb,2023-10,1.2
善化,二氧化氮,NO2,ppb,2023-10,8
善化,風速,WIND_SPEED,m/sec,2023-10,2.1
善化,溫度,AMB_TEMP,℃,2023-10,26.5
美濃,溫度,AMB_TEMP,℃,2023-10,27.1
美濃,細懸浮微粒,PM2.5,μg/m3,2023-10,15.4
美濃,相對濕度,RH,%,2023-10,82
橋頭,二氧化硫,SO2,ppb,2023-10,1.5
橋頭,一氧化碳,CO,ppm,2023-10,0.31
仁武,懸浮微粒,PM10,μg/m3,2023-10,37
士林,細懸浮微粒,PM2.5,μg/m3,2023-10,10.5
士林,風速,WIND_SPEED,m/sec,2023-10,1.5
士林,二氧化氮,NO2,ppb,2023-10,7.7
士林,一氧化氮,NO,ppb,2023-10,1.2
菜寮,細懸浮微粒,PM2.5,μg/m3,2023-10,8.9
菜寮,溫度,AMB_TEMP,℃,2023-10,26
菜寮,風速,WIND_SPEED,m/sec,2023-10,2.4
菜寮,二氧化氮,NO2,ppb,2023-10,10.5
菜寮,一氧化氮,NO,ppb,2023-10,1.4
菜寮,氮氧化物,NOx,ppb,2023-10,11.9
菜寮,懸浮微粒,PM10,μg/m3,2023-10,20
菜寮,臭氧,O3,ppb,2023-10,40.3
菜寮,一氧化碳,CO,ppm,2023-10,0.33
菜寮,二氧化硫,SO2,ppb,2023-10,1
新莊,相對濕度,RH,%,2023-10,79
新莊,細懸浮微粒,PM2.5,μg/m3,2023-10,13
新莊,溫度,AMB_TEMP,℃,2023-10,25.4
新莊,風速,WIND_SPEED,m/sec,2023-10,3
新莊,二氧化氮,NO2,ppb,2023-10,9.4
新莊,一氧化氮,NO,ppb,2023-10,1.4
新莊,氮氧化物,NOx,ppb,2023-10,10.9
新莊,懸浮微粒,PM10,μg/m3,2023-10,22
新莊,臭氧,O3,ppb,2023-10,39.9
中山,溫度,AMB_TEMP,℃,2023-10,26.1
中山,風速,WIND_SPEED,m/sec,2023-10,1.9
中山,二氧化氮,NO2,ppb,2023-10,15
中山,一氧化氮,NO,ppb,2023-10,3.2
中山,氮氧化物,NOx,ppb,2023-10,18.3
中山,懸浮微粒,PM10,μg/m3,2023-10,21
中山,臭氧,O3,ppb,2023-10,34.2
中山,一氧化碳,CO,ppm,2023-10,0.35
中山,二氧化硫,SO2,ppb,2023-10,0.7
士林,相對濕度,RH,%,2023-10,70
林園,氮氧化物,NOx,ppb,2023-10,7.2
林園,一氧化氮,NO,ppb,2023-10,0.8
古亭,風速,WIND_SPEED,m/sec,2023-10,1.9
古亭,溫度,AMB_TEMP,℃,2023-10,25.7
古亭,細懸浮微粒,PM2.5,μg/m3,2023-10,12.2
古亭,相對濕度,RH,%,2023-10,75
松山,二氧化硫,SO2,ppb,2023-10,1
松山,一氧化碳,CO,ppm,2023-10,0.26
松山,臭氧,O3,ppb,2023-10,33.8
松山,懸浮微粒,PM10,μg/m3,2023-10,20
松山,氮氧化物,NOx,ppb,2023-10,15.2
松山,一氧化氮,NO,ppb,2023-10,2.3
松山,二氧化氮,NO2,ppb,2023-10,12.8
松山,風速,WIND_SPEED,m/sec,2023-10,1.4
松山,溫度,AMB_TEMP,℃,2023-10,25.3
松山,細懸浮微粒,PM2.5,μg/m3,2023-10,10.7
松山,相對濕度,RH,%,2023-10,79
大同,二氧化硫,SO2,ppb,2023-10,1
大同,一氧化碳,CO,ppm,2023-10,0.68
大同,臭氧,O3,ppb,2023-10,26
大同,懸浮微粒,PM10,μg/m3,2023-10,25
大同,氮氧化物,NOx,ppb,2023-10,39.6
大同,一氧化氮,NO,ppb,2023-10,15.9
大同,二氧化氮,NO2,ppb,2023-10,23.6
大同,風速,WIND_SPEED,m/sec,2023-10,
大同,溫度,AMB_TEMP,℃,2023-10,
大同,細懸浮微粒,PM2.5,μg/m3,2023-10,14.9
大同,相對濕度,RH,%,2023-10,76
桃園,二氧化硫,SO2,ppb,2023-10,0.9
桃園,一氧化碳,CO,ppm,2023-10,0.32
桃園,臭氧,O3,ppb,2023-10,40.4
桃園,懸浮微粒,PM10,μg/m3,2023-10,20
桃園,氮氧化物,NOx,ppb,2023-10,11.2
桃園,一氧化氮,NO,ppb,2023-10,1.3
桃園,二氧化氮,NO2,ppb,2023-10,9.8
汐止,風速,WIND_SPEED,m/sec,2023-10,1.7
汐止,二氧化氮,NO2,ppb,2023-10,11.9
汐止,一氧化氮,NO,ppb,2023-10,2.1
汐止,氮氧化物,NOx,ppb,2023-10,14.1
汐止,懸浮微粒,PM10,μg/m3,2023-10,19
汐止,臭氧,O3,ppb,2023-10,32.9
汐止,一氧化碳,CO,ppm,2023-10,0.25
汐止,二氧化硫,SO2,ppb,2023-10,0.9
基隆,相對濕度,RH,%,2023-10,89
基隆,細懸浮微粒,PM2.5,μg/m3,2023-10,9.8
基隆,溫度,AMB_TEMP,℃,2023-10,24.7
基隆,風速,WIND_SPEED,m/sec,2023-10,1
基隆,二氧化氮,NO2,ppb,2023-10,5.7
基隆,一氧化氮,NO,ppb,2023-10,1.2
基隆,氮氧化物,NOx,ppb,2023-10,7.1
基隆,懸浮微粒,PM10,μg/m3,2023-10,21
基隆,臭氧,O3,ppb,2023-10,40.3
基隆,一氧化碳,CO,ppm,2023-10,0.25
基隆,二氧化硫,SO2,ppb,2023-10,0.7
桃園,風速,WIND_SPEED,m/sec,2023-10,2.4
桃園,溫度,AMB_TEMP,℃,2023-10,25.1
大園,二氧化硫,SO2,ppb,2023-10,1.6
大園,一氧化碳,CO,ppm,2023-10,0.23
大園,臭氧,O3,ppb,2023-10,43
大園,懸浮微粒,PM10,μg/m3,2023-10,24
大園,氮氧化物,NOx,ppb,2023-10,12.8
大園,一氧化氮,NO,ppb,2023-10,1.5
大園,二氧化氮,NO2,ppb,2023-10,11.2
大園,風速,WIND_SPEED,m/sec,2023-10,4.4
大園,溫度,AMB_TEMP,℃,2023-10,25
大園,相對濕度,RH,%,2023-10,76
觀音,二氧化硫,SO2,ppb,2023-10,1.3
觀音,一氧化碳,CO,ppm,2023-10,0.21
觀音,臭氧,O3,ppb,2023-10,45.1
林園,二氧化氮,NO2,ppb,2023-10,6.3
林園,風速,WIND_SPEED,m/sec,2023-10,2
林園,溫度,AMB_TEMP,℃,2023-10,28.1
林園,細懸浮微粒,PM2.5,μg/m3,2023-10,18.7
林園,相對濕度,RH,%,2023-10,77
楠梓,二氧化硫,SO2,ppb,2023-10,1.5
楠梓,一氧化碳,CO,ppm,2023-10,0.31
楠梓,臭氧,O3,ppb,2023-10,36.9
楠梓,懸浮微粒,PM10,μg/m3,2023-10,42
楠梓,氮氧化物,NOx,ppb,2023-10,13.6
楠梓,一氧化氮,NO,ppb,2023-10,1.4
楠梓,二氧化氮,NO2,ppb,2023-10,12.2
楠梓,風速,WIND_SPEED,m/sec,2023-10,1.4
楠梓,溫度,AMB_TEMP,℃,2023-10,27.8
楠梓,細懸浮微粒,PM2.5,μg/m3,2023-10,17.7
楠梓,相對濕度,RH,%,2023-10,76
左營,二氧化硫,SO2,ppb,2023-10,1.7
左營,一氧化碳,CO,ppm,2023-10,0.34
左營,懸浮微粒,PM10,μg/m3,2023-10,41
忠明,風速,WIND_SPEED,m/sec,2023-11,1.4
忠明,二氧化氮,NO2,ppb,2023-11,16.2
忠明,一氧化氮,NO,ppb,2023-11,2.4
忠明,氮氧化物,NOx,ppb,2023-11,18.7
忠明,懸浮微粒,PM10,μg/m3,2023-11,35
忠明,臭氧,O3,ppb,2023-11,31.9
基隆,二氧化硫,SO2,ppb,2023-11,x
基隆,一氧化碳,CO,ppm,2023-11,0.27
基隆,臭氧,O3,ppb,2023-11,34
基隆,懸浮微粒,PM10,μg/m3,2023-11,23
基隆,氮氧化物,NOx,ppb,2023-11,9.8
基隆,一氧化氮,NO,ppb,2023-11,1.8
基隆,二氧化氮,NO2,ppb,2023-11,7.9
基隆,風速,WIND_SPEED,m/sec,2023-11,0.9
基隆,溫度,AMB_TEMP,℃,2023-11,21.7
基隆,細懸浮微粒,PM2.5,μg/m3,2023-11,10.8
基隆,相對濕度,RH,%,2023-11,86
汐止,二氧化硫,SO2,ppb,2023-11,1.1
汐止,一氧化碳,CO,ppm,2023-11,0.28
汐止,臭氧,O3,ppb,2023-11,26.3
汐止,懸浮微粒,PM10,μg/m3,2023-11,24
汐止,氮氧化物,NOx,ppb,2023-11,18.9
汐止,一氧化氮,NO,ppb,2023-11,4
汐止,二氧化氮,NO2,ppb,2023-11,14.8
汐止,風速,WIND_SPEED,m/sec,2023-11,1.5
汐止,溫度,AMB_TEMP,℃,2023-11,22.1
汐止,細懸浮微粒,PM2.5,μg/m3,2023-11,12
汐止,相對濕度,RH,%,2023-11,79
萬里,二氧化硫,SO2,ppb,2023-11,1.3
萬里,一氧化碳,CO,ppm,2023-11,0.23
萬里,臭氧,O3,ppb,2023-11,39.8
萬里,懸浮微粒,PM10,μg/m3,2023-11,40
萬里,氮氧化物,NOx,ppb,2023-11,5.2
萬里,一氧化氮,NO,ppb,2023-11,1
萬里,二氧化氮,NO2,ppb,2023-11,4
萬里,風速,WIND_SPEED,m/sec,2023-11,4.2
萬里,溫度,AMB_TEMP,℃,2023-11,21.6
萬里,細懸浮微粒,PM2.5,μg/m3,2023-11,10.2
萬里,相對濕度,RH,%,2023-11,75
新店,二氧化硫,SO2,ppb,2023-11,1.2
新店,一氧化碳,CO,ppm,2023-11,0.27
新店,臭氧,O3,ppb,2023-11,36
新店,懸浮微粒,PM10,μg/m3,2023-11,22
新店,氮氧化物,NOx,ppb,2023-11,10.6
新店,一氧化氮,NO,ppb,2023-11,1.6
新店,二氧化氮,NO2,ppb,2023-11,8.9
新店,風速,WIND_SPEED,m/sec,2023-11,1.8
新店,溫度,AMB_TEMP,℃,2023-11,22.6
新店,細懸浮微粒,PM2.5,μg/m3,2023-11,11.2
新店,相對濕度,RH,%,2023-11,76
土城,二氧化硫,SO2,ppb,2023-11,1
土城,一氧化碳,CO,ppm,2023-11,0.33
土城,臭氧,O3,ppb,2023-11,34.2
土城,懸浮微粒,PM10,μg/m3,2023-11,27
土城,氮氧化物,NOx,ppb,2023-11,14
土城,一氧化氮,NO,ppb,2023-11,2.6
土城,二氧化氮,NO2,ppb,2023-11,11.3
土城,風速,WIND_SPEED,m/sec,2023-11,1.3
土城,溫度,AMB_TEMP,℃,2023-11,22.6
土城,細懸浮微粒,PM2.5,μg/m3,2023-11,16.1
土城,相對濕度,RH,%,2023-11,74
板橋,二氧化硫,SO2,ppb,2023-11,0.8
板橋,一氧化碳,CO,ppm,2023-11,0.37
板橋,臭氧,O3,ppb,2023-11,32.1
板橋,懸浮微粒,PM10,μg/m3,2023-11,25
板橋,氮氧化物,NOx,ppb,2023-11,16.9
板橋,一氧化氮,NO,ppb,2023-11,2.3
板橋,二氧化氮,NO2,ppb,2023-11,14.5
板橋,風速,WIND_SPEED,m/sec,2023-11,1.8
板橋,溫度,AMB_TEMP,℃,2023-11,22.6
板橋,細懸浮微粒,PM2.5,μg/m3,2023-11,10.4
板橋,相對濕度,RH,%,2023-11,72
新莊,二氧化硫,SO2,ppb,2023-11,0.7
新莊,一氧化碳,CO,ppm,2023-11,0.31
新莊,臭氧,O3,ppb,2023-11,33.2
新莊,懸浮微粒,PM10,μg/m3,2023-11,32
新莊,氮氧化物,NOx,ppb,2023-11,14.9
新莊,一氧化氮,NO,ppb,2023-11,2.2
新莊,二氧化氮,NO2,ppb,2023-11,12.6
新莊,風速,WIND_SPEED,m/sec,2023-11,2.8
新莊,溫度,AMB_TEMP,℃,2023-11,22.3
新莊,細懸浮微粒,PM2.5,μg/m3,2023-11,12.6
新莊,相對濕度,RH,%,2023-11,74
菜寮,二氧化硫,SO2,ppb,2023-11,1.1
菜寮,一氧化碳,CO,ppm,2023-11,0.37
菜寮,臭氧,O3,ppb,2023-11,33.9
菜寮,懸浮微粒,PM10,μg/m3,2023-11,26
菜寮,氮氧化物,NOx,ppb,2023-11,16.1
菜寮,一氧化氮,NO,ppb,2023-11,2.2
菜寮,二氧化氮,NO2,ppb,2023-11,13.8
菜寮,風速,WIND_SPEED,m/sec,2023-11,2.2
菜寮,溫度,AMB_TEMP,℃,2023-11,23
菜寮,細懸浮微粒,PM2.5,μg/m3,2023-11,10.5
菜寮,相對濕度,RH,%,2023-11,69
林口,二氧化硫,SO2,ppb,2023-11,0.9
林口,一氧化碳,CO,ppm,2023-11,0.26
林口,臭氧,O3,ppb,2023-11,37.6
林口,懸浮微粒,PM10,μg/m3,2023-11,25
林口,氮氧化物,NOx,ppb,2023-11,13.9
林口,一氧化氮,NO,ppb,2023-11,2.5
林口,二氧化氮,NO2,ppb,2023-11,11.3
林口,風速,WIND_SPEED,m/sec,2023-11,2.6
林口,溫度,AMB_TEMP,℃,2023-11,21.1
林口,細懸浮微粒,PM2.5,μg/m3,2023-11,9.8
林口,相對濕度,RH,%,2023-11,84
淡水,二氧化硫,SO2,ppb,2023-11,1.4
淡水,一氧化碳,CO,ppm,2023-11,0.27
淡水,臭氧,O3,ppb,2023-11,37.3
淡水,懸浮微粒,PM10,μg/m3,2023-11,28
淡水,氮氧化物,NOx,ppb,2023-11,9.8
淡水,一氧化氮,NO,ppb,2023-11,1.9
淡水,二氧化氮,NO2,ppb,2023-11,7.8
淡水,風速,WIND_SPEED,m/sec,2023-11,2.2
淡水,溫度,AMB_TEMP,℃,2023-11,21.8
淡水,細懸浮微粒,PM2.5,μg/m3,2023-11,11.7
士林,二氧化硫,SO2,ppb,2023-11,0.9
士林,一氧化碳,CO,ppm,2023-11,0.25
士林,臭氧,O3,ppb,2023-11,37.5
士林,懸浮微粒,PM10,μg/m3,2023-11,22
士林,氮氧化物,NOx,ppb,2023-11,11.3
士林,一氧化氮,NO,ppb,2023-11,1.6
士林,二氧化氮,NO2,ppb,2023-11,9.6
士林,風速,WIND_SPEED,m/sec,2023-11,1.4
士林,溫度,AMB_TEMP,℃,2023-11,23.1
士林,細懸浮微粒,PM2.5,μg/m3,2023-11,13.4
士林,相對濕度,RH,%,2023-11,66
中山,二氧化硫,SO2,ppb,2023-11,0.7
中山,一氧化碳,CO,ppm,2023-11,0.39
中山,臭氧,O3,ppb,2023-11,28.3
中山,懸浮微粒,PM10,μg/m3,2023-11,27
中山,氮氧化物,NOx,ppb,2023-11,23.1
中山,一氧化氮,NO,ppb,2023-11,5
中山,二氧化氮,NO2,ppb,2023-11,18.1
中山,風速,WIND_SPEED,m/sec,2023-11,1.7
中山,溫度,AMB_TEMP,℃,2023-11,23.1
中山,細懸浮微粒,PM2.5,μg/m3,2023-11,12.2
中山,相對濕度,RH,%,2023-11,71
萬華,二氧化硫,SO2,ppb,2023-11,0.9
萬華,一氧化碳,CO,ppm,2023-11,0.35
萬華,臭氧,O3,ppb,2023-11,31.3
萬華,懸浮微粒,PM10,μg/m3,2023-11,29
萬華,氮氧化物,NOx,ppb,2023-11,19.5
萬華,一氧化氮,NO,ppb,2023-11,2.6
萬華,二氧化氮,NO2,ppb,2023-11,16.8
萬華,風速,WIND_SPEED,m/sec,2023-11,2
萬華,溫度,AMB_TEMP,℃,2023-11,22.8
萬華,細懸浮微粒,PM2.5,μg/m3,2023-11,14
萬華,相對濕度,RH,%,2023-11,70
古亭,二氧化硫,SO2,ppb,2023-11,0.9
古亭,一氧化碳,CO,ppm,2023-11,0.26
古亭,臭氧,O3,ppb,2023-11,34
古亭,懸浮微粒,PM10,μg/m3,2023-11,26
古亭,氮氧化物,NOx,ppb,2023-11,12.3
古亭,一氧化氮,NO,ppb,2023-11,1.7
古亭,二氧化氮,NO2,ppb,2023-11,10.6
古亭,風速,WIND_SPEED,m/sec,2023-11,1.8
古亭,溫度,AMB_TEMP,℃,2023-11,22.6
古亭,細懸浮微粒,PM2.5,μg/m3,2023-11,12.6
古亭,相對濕度,RH,%,2023-11,71
松山,二氧化硫,SO2,ppb,2023-11,1.3
松山,一氧化碳,CO,ppm,2023-11,0.28
松山,臭氧,O3,ppb,2023-11,28.1
松山,懸浮微粒,PM10,μg/m3,2023-11,26
松山,氮氧化物,NOx,ppb,2023-11,18.9
松山,一氧化氮,NO,ppb,2023-11,3.6
松山,二氧化氮,NO2,ppb,2023-11,15.2
松山,風速,WIND_SPEED,m/sec,2023-11,1.3
松山,溫度,AMB_TEMP,℃,2023-11,22.2
松山,細懸浮微粒,PM2.5,μg/m3,2023-11,14.4
松山,相對濕度,RH,%,2023-11,74
大同,二氧化硫,SO2,ppb,2023-11,1.2
大同,一氧化碳,CO,ppm,2023-11,0.77
大同,臭氧,O3,ppb,2023-11,20.7
大同,懸浮微粒,PM10,μg/m3,2023-11,34
大同,氮氧化物,NOx,ppb,2023-11,47.1
大同,一氧化氮,NO,ppb,2023-11,21
大同,二氧化氮,NO2,ppb,2023-11,26.1
大同,風速,WIND_SPEED,m/sec,2023-11,
大同,溫度,AMB_TEMP,℃,2023-11,
大同,細懸浮微粒,PM2.5,μg/m3,2023-11,17.1
大同,相對濕度,RH,%,2023-11,70
桃園,二氧化硫,SO2,ppb,2023-11,1.4
桃園,一氧化碳,CO,ppm,2023-11,0.35
桃園,臭氧,O3,ppb,2023-11,34.4
桃園,懸浮微粒,PM10,μg/m3,2023-11,26
桃園,氮氧化物,NOx,ppb,2023-11,15.1
桃園,一氧化氮,NO,ppb,2023-11,1.9
桃園,二氧化氮,NO2,ppb,2023-11,13.2
桃園,風速,WIND_SPEED,m/sec,2023-11,2.1
桃園,溫度,AMB_TEMP,℃,2023-11,21.9
桃園,細懸浮微粒,PM2.5,μg/m3,2023-11,12.5
桃園,相對濕度,RH,%,2023-11,73
大園,二氧化硫,SO2,ppb,2023-11,1.8
大園,一氧化碳,CO,ppm,2023-11,0.25
大園,臭氧,O3,ppb,2023-11,35.2
大園,懸浮微粒,PM10,μg/m3,2023-11,33
大園,氮氧化物,NOx,ppb,2023-11,16.6
大園,一氧化氮,NO,ppb,2023-11,2.4
大園,二氧化氮,NO2,ppb,2023-11,14.1
大園,風速,WIND_SPEED,m/sec,2023-11,3.8
大園,溫度,AMB_TEMP,℃,2023-11,21.9
大園,細懸浮微粒,PM2.5,μg/m3,2023-11,13.5
大園,相對濕度,RH,%,2023-11,72
觀音,二氧化硫,SO2,ppb,2023-11,1.2
觀音,一氧化碳,CO,ppm,2023-11,0.21
觀音,臭氧,O3,ppb,2023-11,39.7
觀音,懸浮微粒,PM10,μg/m3,2023-11,37
觀音,氮氧化物,NOx,ppb,2023-11,10.2
觀音,一氧化氮,NO,ppb,2023-11,1.1
觀音,二氧化氮,NO2,ppb,2023-11,9
觀音,風速,WIND_SPEED,m/sec,2023-11,4.3
觀音,溫度,AMB_TEMP,℃,2023-11,22.3
觀音,細懸浮微粒,PM2.5,μg/m3,2023-11,16.2
觀音,相對濕度,RH,%,2023-11,78
平鎮,二氧化硫,SO2,ppb,2023-11,1
平鎮,一氧化碳,CO,ppm,2023-11,0.34
平鎮,臭氧,O3,ppb,2023-11,35.2
平鎮,懸浮微粒,PM10,μg/m3,2023-11,28
平鎮,氮氧化物,NOx,ppb,2023-11,16.3
平鎮,一氧化氮,NO,ppb,2023-11,2
平鎮,二氧化氮,NO2,ppb,2023-11,14.2
平鎮,風速,WIND_SPEED,m/sec,2023-11,2.4
平鎮,溫度,AMB_TEMP,℃,2023-11,21.9
平鎮,細懸浮微粒,PM2.5,μg/m3,2023-11,12.5
平鎮,相對濕度,RH,%,2023-11,71
龍潭,二氧化硫,SO2,ppb,2023-11,1.1
龍潭,一氧化碳,CO,ppm,2023-11,0.28
龍潭,臭氧,O3,ppb,2023-11,35.7
龍潭,懸浮微粒,PM10,μg/m3,2023-11,26
龍潭,氮氧化物,NOx,ppb,2023-11,11.6
龍潭,一氧化氮,NO,ppb,2023-11,1.7
龍潭,二氧化氮,NO2,ppb,2023-11,9.7
龍潭,風速,WIND_SPEED,m/sec,2023-11,3.3
龍潭,溫度,AMB_TEMP,℃,2023-11,21
龍潭,細懸浮微粒,PM2.5,μg/m3,2023-11,13
龍潭,相對濕度,RH,%,2023-11,79
湖口,二氧化硫,SO2,ppb,2023-11,1.1
湖口,一氧化碳,CO,ppm,2023-11,0.25
湖口,臭氧,O3,ppb,2023-11,37.7
湖口,懸浮微粒,PM10,μg/m3,2023-11,29
湖口,氮氧化物,NOx,ppb,2023-11,11
湖口,一氧化氮,NO,ppb,2023-11,1.5
湖口,二氧化氮,NO2,ppb,2023-11,9.4
湖口,風速,WIND_SPEED,m/sec,2023-11,3.5
湖口,溫度,AMB_TEMP,℃,2023-11,21.9
湖口,細懸浮微粒,PM2.5,μg/m3,2023-11,16
湖口,相對濕度,RH,%,2023-11,71
竹東,二氧化硫,SO2,ppb,2023-11,0.7
竹東,一氧化碳,CO,ppm,2023-11,0.23
竹東,臭氧,O3,ppb,2023-11,34.6
竹東,懸浮微粒,PM10,μg/m3,2023-11,21
竹東,氮氧化物,NOx,ppb,2023-11,7.7
竹東,一氧化氮,NO,ppb,2023-11,0.9
竹東,二氧化氮,NO2,ppb,2023-11,6.7
竹東,風速,WIND_SPEED,m/sec,2023-11,1.9
